"","X","street","n","x","y"
"678",678,297,2,15.6025696,9.5083771
"679",679,298,2,6.0532022,9.4900789
"680",680,298,2,7.3959999,11.2959995
"681",681,299,4,6.0532022,9.4900789
"682",682,299,4,5.2596159,10.0978498
"683",683,299,4,5.1050048,10.2592497
"684",684,299,4,5.0901632,10.321764
"685",685,300,2,11.48915,9.810339
"686",686,300,2,11.0319405,9.4706602
"687",687,301,2,10.3505497,10.4686728
"688",688,301,2,11.0319405,9.4706602
"689",689,302,2,16.3169994,9.4689999
"690",690,302,2,16.9459991,10.0389996
"691",691,303,2,16.0209999,9.8280001
"692",692,303,2,16.3169994,9.4689999
"693",693,304,2,15.3622665,9.3021784
"694",694,304,2,15.6025696,9.5083771
"695",695,305,2,8.1350374,10.0153532
"696",696,305,2,6.772264,9.1731348
"697",697,306,2,8.6268063,9.163188
"698",698,306,2,9.5630398,9.8128672
"699",699,307,2,8.1350374,10.0153532
"700",700,307,2,8.6268063,9.163188
"701",701,308,2,11.0319405,9.4706602
"702",702,308,2,10.6160746,9.1589956
"703",703,309,2,10.6160746,9.1589956
"704",704,309,2,9.6626434,10.4113703
"705",705,310,2,19.0654373,9.562274
"706",706,310,2,19.3062916,9.090313
"707",707,311,2,17.2169991,9.7259998
"708",708,311,2,16.552,9.0880003
"709",709,312,2,16.4120007,9.2849998
"710",710,312,2,16.552,9.0880003
"711",711,313,2,8.6268063,9.163188
"712",712,313,2,8.7021122,9.0623713
"713",713,314,2,6.544517,9.0438137
"714",714,314,2,6.0532022,9.4900789
"715",715,315,2,12.0264416,9.0231791
"716",716,315,2,11.48915,9.810339
"717",717,316,3,14.9926939,8.9881172
"718",718,316,3,15.2629995,9.217
"719",719,316,3,15.3622665,9.3021784
"720",720,317,4,14.9926939,8.9881172
"721",721,317,4,14.6780005,9.3800001
"722",722,317,4,14.4619999,9.6459999
"723",723,317,4,14.0200005,10.4259996
"724",724,318,2,10.6160746,9.1589956
"725",725,318,2,10.287982,8.9131107
"726",726,319,2,9.5630398,9.8128672
"727",727,319,2,10.287982,8.9131107
"728",728,320,2,16.3169994,9.4689999
"729",729,320,2,15.7329998,8.8850002
"730",730,321,2,15.7329998,8.8850002
"731",731,321,2,15.3622665,9.3021784
"732",732,322,3,14.7312241,8.7499294
"733",733,322,3,14.8780003,8.8909998
"734",734,322,3,14.9926939,8.9881172
"735",735,323,2,19.0654373,9.562274
"736",736,323,2,17.9060001,8.7220001
"737",737,324,2,17.2169991,9.7259998
"738",738,324,2,17.9060001,8.7220001
"739",739,325,2,14.6852283,8.7057219
"740",740,325,2,14.7312241,8.7499294
"741",741,326,5,13.1271353,10.8527298
"742",742,326,5,13.1599998,10.7869997
"743",743,326,5,13.7889996,9.8599997
"744",744,326,5,14.2889996,9.1920004
"745",745,326,5,14.6852283,8.7057219
"746",746,327,2,16.552,9.0880003
"747",747,327,2,16.758667,8.6988859
"748",748,328,2,10.287982,8.9131107
"749",749,328,2,9.8828268,8.5975475
"750",750,329,2,16.758667,8.6988859
"751",751,329,2,16.8862286,8.4587135
"752",752,330,2,11.1494913,8.3766632
"753",753,330,2,12.0264416,9.0231791
"754",754,331,2,11.1494913,8.3766632
"755",755,331,2,10.6160746,9.1589956
"756",756,332,6,15.7329998,8.8850002
"757",757,332,6,15.6820002,8.79
"758",758,332,6,15.6420002,8.7530003
"759",759,332,6,15.493,8.6420002
"760",760,332,6,15.3889999,8.5430002
"761",761,332,6,15.1099997,8.3179998
"762",762,333,2,14.7312241,8.7499294
"763",763,333,2,15.1099997,8.3179998
"764",764,334,5,18.1122017,8.2802267
"765",765,334,5,18.4090004,8.4799995
"766",766,334,5,18.6949997,8.6920004
"767",767,334,5,18.8999996,8.842
"768",768,334,5,19.3062916,9.090313
"769",769,335,2,17.9060001,8.7220001
"770",770,335,2,18.1122017,8.2802267
"771",771,336,3,9.8828268,8.5975475
"772",772,336,3,9.725832,8.4752684
"773",773,336,3,9.1636944,8.2275248
"774",774,337,3,8.7021122,9.0623713
"775",775,337,3,9.0671844,8.4000759
"776",776,337,3,9.1636944,8.2275248
"777",777,338,2,16.8862286,8.4587135
"778",778,338,2,16.5030003,8.2040005
"779",779,339,2,15.1099997,8.3179998
"780",780,339,2,15.2008905,8.2018261
"781",781,340,3,14.137084,8.1869307
"782",782,340,3,14.415,8.4460001
"783",783,340,3,14.6852283,8.7057219
"784",784,341,4,12.6410398,10.5644312
"785",785,341,4,13.3952198,9.188612
"786",786,341,4,13.78479,8.644908
"787",787,341,4,14.137084,8.1869307
"788",788,342,2,12.6530275,8.105197
"789",789,342,2,12.0264416,9.0231791
"790",790,343,2,5.0223222,8.1036558
"791",791,343,2,6.0532022,9.4900789
"792",792,344,2,5.0223222,8.1036558
"793",793,344,2,4.3077641,10.2040005
"794",794,345,2,17.0809994,8.092
"795",795,345,2,17.9060001,8.7220001
"796",796,346,2,16.8862286,8.4587135
"797",797,346,2,17.0809994,8.092
"798",798,347,2,9.1636944,8.2275248
"799",799,347,2,9.2483673,8.087018
"800",800,348,2,3.5814071,8.0692205
"801",801,348,2,3.547796,9.882741
"802",802,349,2,7.043314,7.9979448
"803",803,349,2,8.7021122,9.0623713
"804",804,350,2,9.0185366,7.9805012
"805",805,350,2,9.2483673,8.087018
"806",806,351,2,9.2483673,8.087018
"807",807,351,2,9.3637047,7.8798819
"808",808,352,3,18.327755,7.818418
"809",809,352,3,19.5550003,8.6099997
"810",810,352,3,19.3062916,9.090313
"811",811,353,2,18.1122017,8.2802267
"812",812,353,2,18.327755,7.818418
"813",813,354,3,7.043314,7.9979448
"814",814,354,3,6.8860431,8.2609034
"815",815,354,3,6.1852441,7.7992458
"816",816,355,2,15.5270004,7.7849998
"817",817,355,2,16.758667,8.6988859
"818",818,356,2,15.2008905,8.2018261
"819",819,356,2,15.5270004,7.7849998
"820",820,357,2,13.6739378,7.7551918
"821",821,357,2,14.137084,8.1869307
"822",822,358,3,12.1054001,10.2467499
"823",823,358,3,12.7395,9.0152683
"824",824,358,3,13.6739378,7.7551918
"825",825,359,2,15.5270004,7.7849998
"826",826,359,2,15.5609999,7.744
"827",827,360,2,19.7342319,9.967659
"828",828,360,2,19.7973919,7.7411528
"829",829,361,3,15.3190002,7.527
"830",830,361,3,15.2740002,7.579
"831",831,361,3,15.5609999,7.744
"832",832,362,2,8.2065783,7.5214062
"833",833,362,2,9.0185366,7.9805012
"834",834,363,4,14.165,7.5149999
"835",835,363,4,14.4250002,7.8000002
"836",836,363,4,14.5600004,7.6550002
"837",837,363,4,15.2008905,8.2018261
"838",838,364,2,14.9619999,7.507
"839",839,364,2,15.2639999,7.7610002
"840",840,365,3,15.0950003,7.9120002
"841",841,365,3,14.835,7.6529999
"842",842,365,3,14.9619999,7.507
"843",843,366,2,18.327755,7.818418
"844",844,366,2,18.5060005,7.4720001
"845",845,367,2,8.5915565,7.4712501
"846",846,367,2,9.3637047,7.8798819
"847",847,368,2,11.7894554,7.4380651
"848",848,368,2,12.6530275,8.105197
"849",849,369,2,11.7894554,7.4380651
"850",850,369,2,11.1494913,8.3766632
"851",851,370,2,19.2955208,7.436564
"852",852,370,2,19.7973919,7.7411528
"853",853,371,2,9.8828268,8.5975475
"854",854,371,2,10.6393805,7.406045
"855",855,372,2,15.1020002,7.3280001
"856",856,372,2,15.3190002,7.527
"857",857,373,2,14.9619999,7.507
"858",858,373,2,15.1020002,7.3280001
"859",859,374,3,13.1941566,7.3124142
"860",860,374,3,13.4860001,7.5799999
"861",861,374,3,13.6739378,7.7551918
"862",862,375,2,13.1941566,7.3124142
"863",863,375,2,12.6530275,8.105197
"864",864,376,2,15.3190002,7.527
"865",865,376,2,15.4960003,7.3119998
"866",866,377,2,8.2383413,7.2254648
"867",867,377,2,8.5915565,7.4712501
"868",868,378,2,12.0388098,7.0882711
"869",869,378,2,11.7894554,7.4380651
"870",870,379,2,17.5764389,7.0717092
"871",871,379,2,18.5060005,7.4720001
"872",872,380,3,17.0809994,8.092
"873",873,380,3,17.3710003,7.4679999
"874",874,380,3,17.5764389,7.0717092
"875",875,381,2,4.2529998,7.0689998
"876",876,381,2,5.0223222,8.1036558
"877",877,382,2,4.2529998,7.0689998
"878",878,382,2,3.5814071,8.0692205
"879",879,383,2,18.680275,7.0631671
"880",880,383,2,19.2955208,7.436564
"881",881,384,2,18.5060005,7.4720001
"882",882,384,2,18.680275,7.0631671
"883",883,385,6,6.1852441,7.7992458
"884",884,385,6,5.66609,7.4148331
"885",885,385,6,5.5974889,7.33921
"886",886,385,6,5.6095219,7.2458701
"887",887,385,6,5.5875592,7.2002902
"888",888,385,6,5.360157,7.0399351
"889",889,386,3,15.5609999,7.744
"890",890,386,3,15.6999998,7.3940001
"891",891,386,3,15.8640003,7.007
"892",892,387,2,10.6393805,7.406045
"893",893,387,2,9.8741417,6.9631839
"894",894,388,2,9.3637047,7.8798819
"895",895,388,2,9.8741417,6.9631839
"896",896,389,2,6.7296228,6.96101
"897",897,389,2,6.1852441,7.7992458
"898",898,390,3,15.8640003,7.007
"899",899,390,3,15.4460001,6.927
"900",900,390,3,15.3170004,7.1020002
"901",901,391,2,13.5439301,6.8594022
"902",902,391,2,13.9350004,7.1890001
"903",903,392,2,13.5439301,6.8594022
"904",904,392,2,13.1941566,7.3124142
"905",905,393,3,11.5326204,6.9868431
"906",906,393,3,11.6609097,6.809978
"907",907,393,3,12.0388098,7.0882711
"908",908,394,3,15.9359312,6.7816591
"909",909,394,3,16.3010006,7.006
"910",910,394,3,16.8220005,7.3249998
"911",911,395,2,15.8640003,7.007
"912",912,395,2,15.9359312,6.7816591
"913",913,396,2,4.2529998,7.0689998
"914",914,396,2,3.608146,6.6264238
"915",915,397,2,3.608146,6.6264238
"916",916,397,2,3.5814071,8.0692205
"917",917,398,3,15.9359312,6.7816591
"918",918,398,3,15.9770002,6.6529999
"919",919,398,3,16.0006237,6.598434
"920",920,399,3,12.3836756,6.5711508
"921",921,399,3,12.7159996,6.8740001
"922",922,399,3,13.1941566,7.3124142
"923",923,400,2,12.3836756,6.5711508
"924",924,400,2,12.0388098,7.0882711
"925",925,401,2,9.8741417,6.9631839
"926",926,401,2,9.1696234,6.4773788
"927",927,402,2,9.1696234,6.4773788
"928",928,402,2,8.5915565,7.4712501
"929",929,403,2,16.0006237,6.598434
"930",930,403,2,14.9809999,6.473
"931",931,404,6,14.0550003,6.835
"932",932,404,6,14.585,7.2600002
"933",933,404,6,14.7539997,7.066
"934",934,404,6,14.8299999,7.0300002
"935",935,404,6,14.9280005,6.9120002
"936",936,404,6,14.9809999,6.473
"937",937,405,2,19.7973919,7.7411528
"938",938,405,2,19.8334618,6.4696159
"939",939,406,2,19.2955208,7.436564
"940",940,406,2,19.8334618,6.4696159
"941",941,407,2,5.8547659,6.449976
"942",942,407,2,6.7296228,6.96101
"943",943,408,2,9.8741417,6.9631839
"944",944,408,2,10.1989317,6.3798909
"945",945,409,2,9.1696234,6.4773788
"946",946,409,2,8.9803562,6.369051
"947",947,410,2,13.9549999,6.3270001
"948",948,410,2,14.9809999,6.473
"949",949,411,2,13.9549999,6.3270001
"950",950,411,2,13.5439301,6.8594022
"951",951,412,2,8.9803562,6.369051
"952",952,412,2,8.9052429,6.316586
"953",953,413,2,9.9764957,6.2520528
"954",954,413,2,10.1989317,6.3798909
"955",955,414,2,19.8334618,6.4696159
"956",956,414,2,19.0699177,6.0947471
"957",957,415,4,18.680275,7.0631671
"958",958,415,4,18.9239998,6.5409999
"959",959,415,4,19.0540009,6.1719999
"960",960,415,4,19.0699177,6.0947471
"961",961,416,3,16.0006237,6.598434
"962",962,416,3,16.1189995,6.3249998
"963",963,416,3,16.2212505,6.0893149
"964",964,417,2,8.9803562,6.369051
"965",965,417,2,9.1711073,6.0717611
"966",966,418,2,9.6064482,6.038558
"967",967,418,2,9.9764957,6.2520528
"968",968,419,3,19.8334618,6.4696159
"969",969,419,3,19.8362751,6.3704329
"970",970,419,3,19.8458424,6.0331941
"971",971,420,2,15.5710001,5.9920001
"972",972,420,2,16.2212505,6.0893149
"973",973,421,2,11.6892138,5.9327779
"974",974,421,2,12.3836756,6.5711508
"975",975,422,3,10.6393805,7.406045
"976",976,422,3,11.1638498,6.5722342
"977",977,422,3,11.6892138,5.9327779
"978",978,423,2,11.6892138,5.9327779
"979",979,423,2,11.5450001,5.9510002
"980",980,424,2,4.9678168,5.9228268
"981",981,424,2,5.8547659,6.449976
"982",982,425,2,4.9678168,5.9228268
"983",983,425,2,4.2529998,7.0689998
"984",984,426,3,19.0699177,6.0947471
"985",985,426,3,19.0949993,5.973
"986",986,426,3,19.0990009,5.8390002
"987",987,427,2,12.6246834,5.8145752
"988",988,427,2,12.3836756,6.5711508
"989",989,428,2,12.6246834,5.8145752
"990",990,428,2,11.6892138,5.9327779
"991",991,429,3,12.9380846,5.774405
"992",992,429,3,12.9530001,6.1989999
"993",993,429,3,13.1350002,6.3740001
"994",994,430,3,12.9380846,5.774405
"995",995,430,3,12.835,5.7880001
"996",996,430,3,12.6246834,5.8145752
"997",997,431,2,19.2619991,5.6999998
"998",998,431,2,19.8458424,6.0331941
"999",999,432,2,19.0990009,5.8390002
"1000",1000,432,2,19.2619991,5.6999998
"1001",1001,433,2,19.0990009,5.8390002
"1002",1002,433,2,18.3246307,5.6464381
"1003",1003,434,3,17.5764389,7.0717092
"1004",1004,434,3,17.8640003,6.5170002
"1005",1005,434,3,18.3246307,5.6464381
"1006",1006,435,2,11.5450001,5.9510002
"1007",1007,435,2,10.609724,5.6415162
"1008",1008,436,2,10.1989317,6.3798909
"1009",1009,436,2,10.609724,5.6415162
"1010",1010,437,2,18.3246307,5.6464381
"1011",1011,437,2,18.1140003,5.5970001
"1012",1012,438,3,14.4879999,5.5700002
"1013",1013,438,3,14.2379999,5.9840002
"1014",1014,438,3,13.9549999,6.3270001
"1015",1015,439,2,14.4879999,5.5700002
"1016",1016,439,2,12.9380846,5.774405
"1017",1017,440,2,5.2339149,5.511199
"1018",1018,440,2,4.9678168,5.9228268
"1019",1019,441,2,18.1140003,5.5970001
"1020",1020,441,2,17.6034451,5.4671011
"1021",1021,442,2,17.6034451,5.4671011
"1022",1022,442,2,16.9799995,6.7030001
"1023",1023,443,2,17.6034451,5.4671011
"1024",1024,443,2,17.4820004,5.4390001
"1025",1025,444,3,14.9006586,5.418766
"1026",1026,444,3,14.5889997,5.5349998
"1027",1027,444,3,14.4879999,5.5700002
"1028",1028,445,2,10.609724,5.6415162
"1029",1029,445,2,9.6640987,5.3286061
"1030",1030,446,4,17.4820004,5.4390001
"1031",1031,446,4,17.0319996,5.3249998
"1032",1032,446,4,16.8929996,5.2820001
"1033",1033,446,4,16.6360226,5.190371
"1034",1034,447,4,16.2212505,6.0893149
"1035",1035,447,4,16.2600002,6
"1036",1036,447,4,16.4920006,5.5419998
"1037",1037,447,4,16.6360226,5.190371
"1038",1038,448,2,19.2619991,5.6999998
"1039",1039,448,2,19.5488033,5.1472368
"1040",1040,449,8,16.6360226,5.190371
"1041",1041,449,8,16.5090008,5.1329999
"1042",1042,449,8,16.3670006,5.1139998
"1043",1043,449,8,16.2000008,5.0999999
"1044",1044,449,8,16.0139999,5.1230001
"1045",1045,449,8,15.6960001,5.2020001
"1046",1046,449,8,15.0769997,5.3530002
"1047",1047,449,8,14.9006586,5.418766
"1048",1048,450,3,9.6640987,5.3286061
"1049",1049,450,3,8.9399996,5.0890002
"1050",1050,450,3,8.7835855,5.0881882
"1051",1051,451,2,8.7835855,5.0881882
"1052",1052,451,2,7.043314,7.9979448
"1053",1053,452,2,16.6360226,5.190371
"1054",1054,452,2,16.6800003,5.0830002
"1055",1055,453,2,14.6610003,5.0549998
"1056",1056,453,2,14.9006586,5.418766
"1057",1057,454,2,4.5265012,5.0371218
"1058",1058,454,2,5.2339149,5.511199
"1059",1059,455,7,10.609724,5.6415162
"1060",1060,455,7,10.6331596,5.5935211
"1061",1061,455,7,10.7034597,5.464922
"1062",1062,455,7,10.79,5.3479919
"1063",1063,455,7,10.9223604,5.2220879
"1064",1064,455,7,11.1044502,5.0831251
"1065",1065,455,7,11.3450403,4.9679508
"1066",1066,456,2,6.788403,4.9390068
"1067",1067,456,2,5.8547659,6.449976
"1068",1068,457,3,8.7835855,5.0881882
"1069",1069,457,3,8.5550003,5.0869999
"1070",1070,457,3,8.0236416,4.7520242
"1071",1071,458,2,8.0236416,4.7520242
"1072",1072,458,2,6.7296228,6.96101
"1073",1073,459,5,6.788403,4.9390068
"1074",1074,459,5,6.2738051,4.647501
"1075",1075,459,5,6.0294609,4.9168949
"1076",1076,459,5,5.7773108,5.1954622
"1077",1077,459,5,5.5526562,5.4974699
"1078",1078,460,2,16.6800003,5.0830002
"1079",1079,460,2,15.7796097,4.6266069
"1080",1080,461,2,18.7102337,4.5974021
"1081",1081,461,2,19.5488033,5.1472368
"1082",1082,462,2,18.7102337,4.5974021
"1083",1083,462,2,18.1140003,5.5970001
"1084",1084,463,11,13.198,4.573
"1085",1085,463,11,13.3929996,4.6149998
"1086",1086,463,11,13.5559998,4.6469998
"1087",1087,463,11,13.6990004,4.6890001
"1088",1088,463,11,13.809,4.7249999
"1089",1089,463,11,13.9530001,4.7789998
"1090",1090,463,11,14.1120005,4.8540001
"1091",1091,463,11,14.2720003,4.9200001
"1092",1092,463,11,14.415,4.9780002
"1093",1093,463,11,14.4860001,5.013
"1094",1094,463,11,14.6610003,5.0549998
"1095",1095,464,2,13.198,4.573
"1096",1096,464,2,12.6246834,5.8145752
"1097",1097,465,2,19.8458424,6.0331941
"1098",1098,465,2,19.8876877,4.5580668
"1099",1099,466,2,19.5488033,5.1472368
"1100",1100,466,2,19.8876877,4.5580668
"1101",1101,467,2,3.6991789,4.482688
"1102",1102,467,2,4.5265012,5.0371218
"1103",1103,468,2,3.6485059,4.44873
"1104",1104,468,2,3.6991789,4.482688
"1105",1105,469,2,3.6485059,4.44873
"1106",1106,469,2,3.608146,6.6264238
"1107",1107,470,3,16.6800003,5.0830002
"1108",1108,470,3,16.8859997,5.138
"1109",1109,470,3,17.4349995,4.3189998
"1110",1110,471,2,15.7796097,4.6266069
"1111",1111,471,2,15.0819998,4.2729998
"1112",1112,472,2,14.6610003,5.0549998
"1113",1113,472,2,15.0819998,4.2729998
"1114",1114,473,3,17.4644604,4.2521591
"1115",1115,473,3,18.0230007,4.6139998
"1116",1116,473,3,17.4820004,5.4390001
"1117",1117,474,2,17.4349995,4.3189998
"1118",1118,474,2,17.4644604,4.2521591
"1119",1119,475,2,8.0236416,4.7520242
"1120",1120,475,2,7.2178321,4.2440319
"1121",1121,476,2,7.2178321,4.2440319
"1122",1122,476,2,6.788403,4.9390068
"1123",1123,477,2,17.4644604,4.2521591
"1124",1124,477,2,17.5949993,4.0739999
"1125",1125,478,2,19.0513325,4.0255418
"1126",1126,478,2,19.8876877,4.5580668
"1127",1127,479,2,19.0513325,4.0255418
"1128",1128,479,2,18.7102337,4.5974021
"1129",1129,480,2,7.2178321,4.2440319
"1130",1130,480,2,6.5689998,3.835
"1131",1131,481,2,6.5689998,3.835
"1132",1132,481,2,5.2339149,5.511199
"1133",1133,482,2,16.5489998,3.8050001
"1134",1134,482,2,17.4349995,4.3189998
"1135",1135,483,4,19.8876877,4.5580668
"1136",1136,483,4,19.8896084,4.4903941
"1137",1137,483,4,19.9120007,3.701
"1138",1138,483,4,19.2561378,3.6821809
"1139",1139,484,2,19.2561378,3.6821809
"1140",1140,484,2,19.0513325,4.0255418
"1141",1141,485,2,16.3569241,3.6810589
"1142",1142,485,2,16.5489998,3.8050001
"1143",1143,486,2,16.3569241,3.6810589
"1144",1144,486,2,15.7796097,4.6266069
"1145",1145,487,2,19.2561378,3.6821809
"1146",1146,487,2,18.4994316,3.66047
"1147",1147,488,2,18.4994316,3.66047
"1148",1148,488,2,19.0513325,4.0255418
"1149",1149,489,2,18.4994316,3.66047
"1150",1150,489,2,17.8633022,3.6422169
"1151",1151,490,2,17.5949993,4.0739999
"1152",1152,490,2,17.8633022,3.6422169
"1153",1153,491,2,17.8633022,3.6422169
"1154",1154,491,2,16.807991,3.611937
"1155",1155,492,2,16.807991,3.611937
"1156",1156,492,2,17.5949993,4.0739999
"1157",1157,493,3,16.807991,3.611937
"1158",1158,493,3,16.7561836,3.610451
"1159",1159,493,3,16.6703091,3.6079869
"1160",1160,494,2,16.5489998,3.8050001
"1161",1161,494,2,16.6703091,3.6079869
"1162",1162,495,2,16.6703091,3.6079869
"1163",1163,495,2,16.211174,3.5948131
"1164",1164,496,2,16.211174,3.5948131
"1165",1165,496,2,16.3569241,3.6810589
"1166",1166,497,2,11.6251144,3.5709989
"1167",1167,497,2,11.9694595,3.751684
"1168",1168,498,2,16.211174,3.5948131
"1169",1169,498,2,15.4755154,3.5709219
"1170",1170,499,2,15.4755154,3.5709219
"1171",1171,499,2,15.0819998,4.2729998
"1172",1172,500,2,15.4755154,3.5709219
"1173",1173,500,2,13.6920004,3.513
"1174",1174,501,2,15.0819998,4.2729998
"1175",1175,501,2,13.6920004,3.513
"1176",1176,502,2,13.6920004,3.513
"1177",1177,502,2,13.198,4.573
"1178",1178,503,2,13.6920004,3.513
"1179",1179,503,2,12.1245174,3.4754789
"1180",1180,504,2,11.9694595,3.751684
"1181",1181,504,2,12.1245174,3.4754789
"1182",1182,505,2,12.1245174,3.4754789
"1183",1183,505,2,11.6879988,3.46503
"1184",1184,506,2,11.6251144,3.5709989
"1185",1185,506,2,11.6879988,3.46503
"1186",1186,507,2,11.6879988,3.46503
"1187",1187,507,2,10.7841892,3.4390969
"1188",1188,508,2,9.6640987,5.3286061
"1189",1189,508,2,10.7841892,3.4390969
"1190",1190,509,2,10.7841892,3.4390969
"1191",1191,509,2,9.7828522,3.4103661
"1192",1192,510,2,9.7828522,3.4103661
"1193",1193,510,2,8.7835855,5.0881882
"1194",1194,511,2,9.7828522,3.4103661
"1195",1195,511,2,7.7992611,3.353451
"1196",1196,512,2,7.2178321,4.2440319
"1197",1197,512,2,7.7992611,3.353451
"1198",1198,513,2,7.7992611,3.353451
"1199",1199,513,2,6.9635701,3.329473
"1200",1200,514,2,6.5689998,3.835
"1201",1201,514,2,6.9635701,3.329473
"1202",1202,515,2,6.9635701,3.329473
"1203",1203,515,2,5.6504951,3.2917969
"1204",1204,516,2,4.5265012,5.0371218
"1205",1205,516,2,5.6504951,3.2917969
"1206",1206,517,2,5.6504951,3.2917969
"1207",1207,517,2,4.5018001,3.2588379
"1208",1208,518,2,3.6991789,4.482688
"1209",1209,518,2,4.5018001,3.2588379
"1210",1210,519,3,4.5018001,3.2588379
"1211",1211,519,3,3.671,3.2349999
"1212",1212,519,3,3.6485059,4.44873
"1213",1213,520,3,11.7447996,4.812386
"1214",1214,520,3,11.8784599,5.174901
"1215",1215,520,3,11.5450001,5.9510002
"1216",1216,521,2,11.7447996,4.812386
"1217",1217,521,2,11.7215538,4.7587409
"1218",1218,522,3,11.3450403,4.9679508
"1219",1219,522,3,11.5410604,4.8256912
"1220",1220,522,3,11.7215538,4.7587409
"1221",1221,523,4,11.7215538,4.7587409
"1222",1222,523,4,11.9124603,4.7007518
"1223",1223,523,4,12.1021299,4.6366978
"1224",1224,523,4,12.2367535,4.6037641
"1225",1225,524,7,12.2367535,4.6037641
"1226",1226,524,7,12.3080902,4.5863128
"1227",1227,524,7,12.4647598,4.5699968
"1228",1228,524,7,12.7875404,4.5581861
"1229",1229,524,7,12.9984198,4.5517359
"1230",1230,524,7,13.1107798,4.5683851
"1231",1231,524,7,13.198,4.573
"1232",1232,525,2,12.3289022,3.8954501
"1233",1233,525,2,12.45576,3.953624
"1234",1234,526,3,12.2367535,4.6037641
"1235",1235,526,3,12.1689796,4.2499371
"1236",1236,526,3,12.3289022,3.8954501
"1237",1237,527,2,11.9694595,3.751684
"1238",1238,527,2,12.3289022,3.8954501
"1239",1239,528,3,11.3450403,4.9679508
"1240",1240,528,3,11.0809002,4.4880772
"1241",1241,528,3,11.6251144,3.5709989
